gene_accession_id,MGI:98386
gene_symbol,Sptan1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_012_001
pvalue,0.9217141
parameter_name,Pupil Shape
analysis_id,004gd232v456sla
