gene_accession_id,MGI:97324
gene_symbol,Nhlh2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_006_001
pvalue,0.3994714
parameter_name,Mean corpuscular hemoglobin
analysis_id,0q20l5c6r5i03zx
