gene_accession_id,MGI:2139461
gene_symbol,Tmem62
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_PBI_005_001
pvalue,0.4668118
parameter_name,Gamma delta T cell percentage
analysis_id,021m263ud9l732x
