gene_accession_id,MGI:107674
gene_symbol,Cd1d1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_004_001
pvalue,0.8322341
parameter_name,Mandibles
analysis_id,14h11803k87z1ox
