gene_accession_id,MGI:1916987
parameter_name,Trunk curl
mouse_strain,C57BL
parameter_id,IMPC_CSD_038_001
analysis_id,1o2895it902t3aa
gene_symbol,Ttl
pvalue,0.9461346
mouse_life_stage,E12.5
