gene_accession_id,MGI:98960
gene_symbol,Wnt6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_025_001_001
pvalue,0.1175657
parameter_name,Glucose
analysis_id,0on4lml19mw425x
