parameter_name,% Pre-pulse inhibition - PPI2
mouse_life_stage,E12.5
pvalue,0.9564172
analysis_id,0ri80y5fn51oohx
gene_symbol,Ttl
parameter_id,IMPC_ACS_034_001
mouse_strain,C57BL
gene_accession_id,MGI:1916987
