parameter_name,Total gd T cells - % of CD45+
gene_accession_id,MGI:104899
mouse_life_stage,E9.5
pvalue,0.6939148
parameter_id,MGP_MLN_078_001
mouse_strain,C57BL
gene_symbol,Mob4
analysis_id,0lg6y0evvd8685x
