gene_accession_id,MGI:97383
gene_symbol,Ntrk1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_018_001
pvalue,0.08249887
parameter_name,Respiration Rate
analysis_id,031g5otg7s3o3ca
