gene_accession_id,MGI:2385213
gene_symbol,Pdik1l
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,MGP_MLN_014_001
pvalue,0.1250658
parameter_name,Resting CD8+ T cells - % of CD8+
analysis_id,0l356s6p2mw245x
