gene_accession_id,MGI:95777
gene_symbol,Gnas
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_GEM_025_002
pvalue,0.9013863
parameter_name,Pallor
analysis_id,1400385gjo3896m
