gene_accession_id,MGI:1924817
gene_symbol,Tram2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_022_001
pvalue,0.09599577
parameter_name,Percentage center time
analysis_id,191wc707e94w1oa
