gene_accession_id,MGI:1922387
gene_symbol,Rprd2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_012
pvalue,0.8733125
parameter_name,Tail elevation
analysis_id,16t0m9285i33fym
