parameter_name,Plasma cells - % of CD45+
parameter_id,MGP_IMM_116_001
gene_symbol,Ambra1
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.5002271
analysis_id,213r98w1zv8e3ba
gene_accession_id,MGI:2443564
