gene_accession_id,MGI:2443100
gene_symbol,Bend7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_075_001
pvalue,0.6204375
parameter_name,Resting CD8+ T cells - % of CD45+
analysis_id,0443s3p19891rrm
