parameter_name,Effector gd cells - % of CD45+
analysis_id,010pfthu785n00m
mouse_strain,C57BL
pvalue,0.1583881
gene_symbol,D630023F18Rik
parameter_id,MGP_MLN_080_001
gene_accession_id,MGI:2138198
mouse_life_stage,Early adult
