gene_accession_id,MGI:101813
gene_symbol,Coq3
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_GRS_011_001
pvalue,0.9177084
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,1y8fr84iq53461a
