gene_accession_id,MGI:1913692
gene_symbol,Spc25
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_020_001
pvalue,0.3186312
parameter_name,Distance travelled - total
analysis_id,175m31h7o2l51gx
