gene_accession_id,MGI:1918066
gene_symbol,Rpusd2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_016_001
pvalue,0.3989418
parameter_name,Center permanence time
analysis_id,2391154qw10793a
