gene_accession_id,MGI:1095412
gene_symbol,Unc5c
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,MGP_IMM_019_001
pvalue,0.1671303
parameter_name,CD5+ gd T cells - % of gd T cells
analysis_id,0m531o0zh39859x
