gene_accession_id,MGI:2679420
pvalue,0.2953247
mouse_life_stage,Early adult
parameter_name,Center average speed
analysis_id,000pd5km9vkhy0m
mouse_strain,C57BL
parameter_id,JAX_OFD_017_001
gene_symbol,Pak6
