gene_accession_id,MGI:1924232
gene_symbol,Vxn
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_016_001_004
pvalue,0.7883811
parameter_name,Haematocrit
analysis_id,033qb4itb57w7ym
