gene_accession_id,MGI:1341898
gene_symbol,Nmur1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEP_022_001
pvalue,0.2779479
parameter_name,Embryo Size
analysis_id,17y7wd7n4c3z84a
