gene_accession_id,MGI:1917770
gene_symbol,Glipr2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_013_001
pvalue,0.8181753
parameter_name,Total CD8+ T cells - % of ab T cells
analysis_id,11q64c3150y7oca
