gene_accession_id,MGI:104899
gene_symbol,Mob4
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_OFD_021_001
pvalue,0.6353976
parameter_name,Number of rears - total
analysis_id,10a39ydle79q80m
