gene_accession_id,MGI:1919084
gene_symbol,Zbtb43
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_037_001
pvalue,0.2823578
parameter_name,Basophil cell count
analysis_id,10d1h063917645a
