gene_accession_id,MGI:2443564
gene_symbol,Ambra1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,MGP_IMM_080_001
pvalue,0.6394653
parameter_name,Total CD8+ T cells - % of CD45+
analysis_id,182349d0n6tzk3m
