gene_accession_id,MGI:2443100
gene_symbol,Bend7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEM_025_002
pvalue,0.09748086
parameter_name,Pallor
analysis_id,01w6y063oouz3cm
