gene_accession_id,MGI:2384297
pvalue,0.3050735
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,04ku50665zepwcx
gene_symbol,Map7d1
parameter_name,Response amplitude - S
parameter_id,IMPC_ACS_006_001
