gene_accession_id,MGI:102844
gene_symbol,Mybpc3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_009_001
pvalue,0.8240557
parameter_name,Whole arena average speed
analysis_id,2f1m91940u5yz8a
