parameter_name,Persistence of hyaloid vascular system
parameter_id,IMPC_EYE_027_001
analysis_id,25d9anb43y719ba
gene_accession_id,MGI:3045320
pvalue,0.7036208
mouse_life_stage,Early adult
gene_symbol,Mgat4f
mouse_strain,C57BL
