gene_accession_id,MGI:1309469
gene_symbol,Casq2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_088_001
pvalue,0.5741228
parameter_name,Left vitreous humour thickness
analysis_id,17zd7l0rbqv679x
