pvalue,0.437636
mouse_strain,C57BL
gene_accession_id,MGI:1923953
mouse_life_stage,Early adult
parameter_name,Embryo Size
parameter_id,IMPC_GEP_022_001
analysis_id,038wb1ggu71dcix
gene_symbol,Cpb1
