gene_accession_id,MGI:1915599
parameter_id,IMPC_DXA_004_001
mouse_strain,C57BL
pvalue,0.4941159
analysis_id,0oinlw57w93dv9m
gene_symbol,Ndufs3
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
