gene_accession_id,MGI:98397
gene_symbol,Src
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_010_001
pvalue,0.7450059
parameter_name,HRV
analysis_id,0h38f13v78nmg7x
