gene_accession_id,MGI:1914542
gene_symbol,Pigc
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_013_001
pvalue,0.1674366
parameter_name,Periphery average speed
analysis_id,19zs75c0821c14m
