gene_accession_id,MGI:1920199
gene_symbol,Ccnt2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_092_001
pvalue,0.6390208
parameter_name,Retina (combined)
analysis_id,2ial2760ca0za2a
