gene_accession_id,MGI:2444681
gene_symbol,Hhat
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_022_001
pvalue,0.05447352
parameter_name,Percentage center time
analysis_id,1lu1187cv011aga
