gene_accession_id,MGI:98386
gene_symbol,Sptan1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_LDT_009_001
pvalue,0.2707336
parameter_name,Percent time in light
analysis_id,06vebg7j8566r6x
