gene_accession_id,MGI:1916987
gene_symbol,Ttl
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_015_001
pvalue,0.06292944
parameter_name,Coat - hair texture / appearance - head
analysis_id,04ri5w0ev3f00rx
