gene_accession_id,MGI:1098604
parameter_id,MGP_IMM_076_001
mouse_strain,C57BL
pvalue,0.673351
analysis_id,09161096g9643qm
parameter_name,Total Treg cells - % of CD45+
mouse_life_stage,Early adult
gene_symbol,Rragd
