gene_accession_id,MGI:1347355
gene_symbol,Slc7a11
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_040_002
pvalue,0.6202942
parameter_name,Effector CD4+ NKT cells - % of live leukocytes (Panel A)
analysis_id,1j4eaqd13z163km
