gene_accession_id,MGI:1914210
gene_symbol,Mindy3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_033_001
pvalue,0.4356596
parameter_name,Gait
analysis_id,0p4v3li668e0d8m
