gene_accession_id,MGI:1914199
gene_symbol,Trim59
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_HEM_003_001
pvalue,0.3516525
parameter_name,Hemoglobin
analysis_id,0723snm2ry79ztx
