gene_accession_id,MGI:2441837
gene_symbol,Adgrb3
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_CBC_025_001
pvalue,0.9302523
parameter_name,LDL-cholesterol
analysis_id,109i3f4wf16umax
