gene_accession_id,MGI:1917770
gene_symbol,Glipr2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_004_001
pvalue,0.3096981
parameter_name,6kHz-evoked ABR Threshold
analysis_id,10tje41ymi35k0x
