gene_accession_id,MGI:87867
gene_symbol,Acadm
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_HBD_001_001
pvalue,0.2480771
parameter_name,Total holepokes
analysis_id,0o739s680988zax
