gene_accession_id,MGI:107363
mouse_strain,C57BL
gene_symbol,Stxbp1
parameter_id,IMPC_ECH_012_001
parameter_name,LVPWs
analysis_id,1b9ur89vte170ha
pvalue,0.5078944
mouse_life_stage,Early adult
