gene_accession_id,MGI:97565
gene_symbol,Pgm1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_HWT_002_001
pvalue,0.6464639
parameter_name,Tibia length
analysis_id,1637d20935cti1m
