gene_accession_id,MGI:1920199
gene_symbol,Ccnt2
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_OFD_011_001
pvalue,0.4320602
parameter_name,Periphery resting time
analysis_id,0y0k02l465z11wa
