gene_accession_id,MGI:2140050
gene_symbol,Ints3
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_IMM_127_001
pvalue,0.1525652
parameter_name,Plasmacytoid DC - % of CD45+
analysis_id,15t542l9nk31x0x
