gene_accession_id,MGI:107171
gene_symbol,Ppp3r2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_062_001
pvalue,0.4767237
parameter_name,Polysyndactylism
analysis_id,2b02w6671640j5a
