gene_accession_id,MGI:2385213
gene_symbol,Pdik1l
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,ESLIM_015_001_011
pvalue,0.4683818
parameter_name,Iron
analysis_id,075s8yvc3t8n7tx
