gene_accession_id,MGI:1913420
gene_symbol,Chchd5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_033_001
pvalue,0.1920391
parameter_name,Gait
analysis_id,0s78e1bi2sc652a
