gene_accession_id,MGI:2442704
gene_symbol,Frrs1l
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_015_001_011
pvalue,0.1231638
parameter_name,Iron
analysis_id,09l24l283nn4y4m
