gene_accession_id,MGI:1341898
gene_symbol,Nmur1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_025_001_005
pvalue,0.3622665
parameter_name,Potassium
analysis_id,1078gx7bhfa05pm
