gene_accession_id,MGI:107171
gene_symbol,Ppp3r2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEM_070_001
pvalue,0.5390696
parameter_name,Midbrain morphology
analysis_id,0o01uc6i5eyj69a
