gene_accession_id,MGI:1860511
gene_symbol,Heyl
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_069_001
pvalue,0.9369347
parameter_name,Left inner nuclear layer
analysis_id,14ax2m3132d872a
