gene_accession_id,MGI:1920199
gene_symbol,Ccnt2
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_IMM_086_001
pvalue,0.278994
parameter_name,CD5+ gd T cells - % of CD45+
analysis_id,1657m028773jgqm
