gene_accession_id,MGI:107363
gene_symbol,Stxbp1
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_IMM_130_001
pvalue,0.3320006
parameter_name,CD11b-low cDC - % of CD45+
analysis_id,141755a6f57y71a
