gene_accession_id,MGI:1918142
gene_symbol,Ttll7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_018_001
pvalue,0.922648
parameter_name,Glucose
analysis_id,0i82345e63468ia
