parameter_name,Resting CD4- NKT cells - % of CD45+
parameter_id,MGP_IMM_093_001
pvalue,0.6888772
gene_accession_id,MGI:1339968
mouse_life_stage,Early adult
gene_symbol,Cth
analysis_id,1jv4s1cbvm399oa
mouse_strain,C57BL
