gene_accession_id,MGI:1916987
gene_symbol,Ttl
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_GRS_009_001
pvalue,0.3136928
parameter_name,Forelimb and hindlimb grip strength measurement mean
analysis_id,1246hm55xn47w0m
