gene_accession_id,MGI:1346086
gene_symbol,Aplnr
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_023_001
pvalue,0.2980649
parameter_name,Vibrissae - presence
analysis_id,1eb5162nllg004x
